"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Jefferson County, AL"	"01073"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	10785	Unreliable
	"Shelby County, AL"	"01117"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	5415	Unreliable
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	15	119255	Unreliable
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	16	117138	Unreliable
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	20	111939	17.9
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	27	116283	23.2
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	29	120466	24.1
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	42	124207	33.8
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	41	120189	34.1
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	44	112080	39.3
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	45	116329	38.7
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	16	114810	Unreliable
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	22	122964	17.9
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	27	117886	22.9
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	25	114000	21.9
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	25	115256	21.7
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	41	119598	34.3
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	43	127953	33.6
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	32	120712	26.5
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	49	114078	43.0
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	47	114926	40.9
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	14	113689	Unreliable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	19	127570	Unreliable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	21	118272	17.8
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	24	116105	20.7
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	31	113335	27.4
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"15-19 years"	"15-19"	11	123177	Unreliable
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	48	119307	40.2
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	59	132591	44.5
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	60	121807	49.3
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	46	117564	39.1
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	32	112570	28.4
	"Pima County, AZ"	"04019"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	12	26030	Unreliable
	"Pima County, AZ"	"04019"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	14	26345	Unreliable
	"Pima County, AZ"	"04019"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	12	27059	Unreliable
	"Pima County, AZ"	"04019"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	18	24210	Unreliable
	"Pima County, AZ"	"04019"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	19	24484	Unreliable
	"Pima County, AZ"	"04019"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	10	25376	Unreliable
	"Pima County, AZ"	"04019"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	11	24459	Unreliable
	"Pima County, AZ"	"04019"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	11	24128	Unreliable
	"Pima County, AZ"	"04019"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	14	26769	Unreliable
	"Pima County, AZ"	"04019"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	13	26481	Unreliable
	"Pima County, AZ"	"04019"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	24317	Unreliable
	"Pima County, AZ"	"04019"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	10	24058	Unreliable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	10	25601	Unreliable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	16	38392	Unreliable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	12	28108	Unreliable
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	20	26033	76.8
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	20	24894	80.3
	"Pima County, AZ"	"04019"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	18	23371	Unreliable
	"Alameda County, CA"	"06001"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	32660	Unreliable
	"Kern County, CA"	"06029"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	30693	Unreliable
	"Kern County, CA"	"06029"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	13	28769	Unreliable
	"Kern County, CA"	"06029"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	23170	Unreliable
	"Kern County, CA"	"06029"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	25934	Unreliable
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	12	283346	Unreliable
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	16	284437	Unreliable
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	12	265840	Unreliable
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	10	248585	Unreliable
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	17	254266	Unreliable
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"15-19 years"	"15-19"	10	260382	Unreliable
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	34	290889	11.7
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	42	306052	13.7
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	46	284461	16.2
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	42	259443	16.2
	"Los Angeles County, CA"	"06037"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	41	263516	15.6
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	13	277443	Unreliable
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	11	291754	Unreliable
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	11	266782	Unreliable
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	10	248745	Unreliable
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	20	249871	8.0
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	36	284711	12.6
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	38	311526	12.2
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	39	285101	13.7
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	47	262404	17.9
	"Los Angeles County, CA"	"06037"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	57	257790	22.1
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	11	298057	Unreliable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	13	265821	Unreliable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	15	247837	Unreliable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	15	242230	Unreliable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"15-19 years"	"15-19"	11	249280	Unreliable
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	59	276571	21.3
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	69	314567	21.9
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	55	286041	19.2
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	63	263195	23.9
	"Los Angeles County, CA"	"06037"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	43	249219	17.3
	"Orange County, CA"	"06059"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	13	71777	Unreliable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	10	89908	Unreliable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	29	87334	33.2
	"Orange County, CA"	"06059"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	19	81819	Unreliable
	"Orange County, CA"	"06059"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	21	74010	28.4
	"Orange County, CA"	"06059"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	15	79800	Unreliable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	10	75645	Unreliable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	10	77108	Unreliable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	16	88102	Unreliable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	23	89577	25.7
	"Orange County, CA"	"06059"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	32	81519	39.3
	"Orange County, CA"	"06059"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	19	74742	Unreliable
	"Orange County, CA"	"06059"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	15	76751	Unreliable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	13	81770	Unreliable
	"Orange County, CA"	"06059"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	20	85134	23.5
	"Orange County, CA"	"06059"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	35	91159	38.4
	"Orange County, CA"	"06059"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	20	81173	24.6
	"Orange County, CA"	"06059"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	22	75189	29.3
	"Orange County, CA"	"06059"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	18	72840	Unreliable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	10	71507	Unreliable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	14	66199	Unreliable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	64309	Unreliable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	15	59571	Unreliable
	"Riverside County, CA"	"06065"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	22	61011	36.1
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	11	64587	Unreliable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	14	63227	Unreliable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	10	60521	Unreliable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	13	71035	Unreliable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	17	68199	Unreliable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	16	65249	Unreliable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	14	61298	Unreliable
	"Riverside County, CA"	"06065"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	15	59931	Unreliable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	11	62086	Unreliable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	14	70189	Unreliable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	23	70584	32.6
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	21	66336	31.7
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	13	62875	Unreliable
	"Riverside County, CA"	"06065"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	15	59186	Unreliable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	10	35336	Unreliable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	36511	Unreliable
	"Sacramento County, CA"	"06067"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	32182	Unreliable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	36904	Unreliable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	15	33306	Unreliable
	"Sacramento County, CA"	"06067"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	31027	Unreliable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	11	38742	Unreliable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	13	37074	Unreliable
	"Sacramento County, CA"	"06067"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	30475	Unreliable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	11	64024	Unreliable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	15	58859	Unreliable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	53345	Unreliable
	"San Bernardino County, CA"	"06071"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	53220	Unreliable
	"San Bernardino County, CA"	"06071"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	52490	Unreliable
	"San Bernardino County, CA"	"06071"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	55323	Unreliable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	10	91537	Unreliable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	15	80578	Unreliable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	11	80192	Unreliable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	18	119207	Unreliable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	20	110287	18.1
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	26	99326	26.2
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	17	84534	Unreliable
	"San Diego County, CA"	"06073"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	14	82748	Unreliable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	14	82281	Unreliable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	11	78722	Unreliable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	14	118608	Unreliable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	20	112483	17.8
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	23	100953	22.8
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	16	87190	Unreliable
	"San Diego County, CA"	"06073"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	81240	Unreliable
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	10	92854	Unreliable
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	10	77162	Unreliable
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	22	115566	19.0
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	35	113722	30.8
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	24	102112	23.5
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	27	89356	30.2
	"San Diego County, CA"	"06073"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	19	79622	Unreliable
	"San Francisco County, CA"	"06075"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	33612	Unreliable
	"San Francisco County, CA"	"06075"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	22793	Unreliable
	"San Francisco County, CA"	"06075"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	21839	Unreliable
	"San Francisco County, CA"	"06075"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	25932	Unreliable
	"Santa Clara County, CA"	"06085"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	11	43048	Unreliable
	"Ventura County, CA"	"06111"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	23837	Unreliable
	"Arapahoe County, CO"	"08005"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	17371	Unreliable
	"Arapahoe County, CO"	"08005"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	18343	Unreliable
	"Denver County, CO"	"08031"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	12	33019	Unreliable
	"Denver County, CO"	"08031"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	25645	Unreliable
	"Denver County, CO"	"08031"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	10	33670	Unreliable
	"Denver County, CO"	"08031"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	14	26670	Unreliable
	"El Paso County, CO"	"08041"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	23314	Unreliable
	"El Paso County, CO"	"08041"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	24009	Unreliable
	"El Paso County, CO"	"08041"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	10	17133	Unreliable
	"El Paso County, CO"	"08041"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	20	22099	90.5
	"El Paso County, CO"	"08041"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	19339	Unreliable
