"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Maricopa County, AZ"	"04013"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	35	111006	31.5
	"Maricopa County, AZ"	"04013"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	42	117253	35.8
	"Pima County, AZ"	"04019"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	10	25309	Unreliable
	"Pima County, AZ"	"04019"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	10	33783	Unreliable
	"Pima County, AZ"	"04019"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	28916	Unreliable
	"Pima County, AZ"	"04019"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	15	26346	Unreliable
	"Pima County, AZ"	"04019"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	24579	Unreliable
	"Pima County, AZ"	"04019"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	16	24999	Unreliable
	"Pima County, AZ"	"04019"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	10	23920	Unreliable
	"Pima County, AZ"	"04019"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	12	29001	Unreliable
	"Pima County, AZ"	"04019"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	26886	Unreliable
	"Pima County, AZ"	"04019"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	17	25084	Unreliable
	"Pima County, AZ"	"04019"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	13	24942	Unreliable
	"Pima County, AZ"	"04019"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	11	37609	Unreliable
	"Pima County, AZ"	"04019"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	26089	Unreliable
	"Pima County, AZ"	"04019"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	27111	Unreliable
	"Pima County, AZ"	"04019"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	24625	Unreliable
	"Alameda County, CA"	"06001"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	33013	Unreliable
	"Alameda County, CA"	"06001"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	11	34109	Unreliable
	"Contra Costa County, CA"	"06013"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	10	27081	Unreliable
	"Contra Costa County, CA"	"06013"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	22894	Unreliable
	"Kern County, CA"	"06029"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	12	30356	Unreliable
	"Kern County, CA"	"06029"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	14	24523	Unreliable
	"Kern County, CA"	"06029"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	24165	Unreliable
	"Kern County, CA"	"06029"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	30484	Unreliable
	"Kern County, CA"	"06029"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	28132	Unreliable
	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	13	257827	Unreliable
	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	15	251253	Unreliable
	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	24	257703	9.3
	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	24	291108	8.2
	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	43	293256	14.7
	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	49	275359	17.8
	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	29	261239	11.1
	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	45	271694	16.6
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	10	281357	Unreliable
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	13	270549	Unreliable
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	15	259041	Unreliable
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	18	248648	Unreliable
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	25	257198	9.7
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	35	294171	11.9
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	20	295063	6.8
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	38	278293	13.7
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	30	258790	11.6
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	47	270561	17.4
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"20-24 years"	"20-24"	14	282033	Unreliable
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	11	276911	Unreliable
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	13	261920	Unreliable
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	18	247248	Unreliable
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	30	255346	11.7
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	37	293986	12.6
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	49	301538	16.3
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	40	282554	14.2
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	51	258752	19.7
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	51	266829	19.1
	"Orange County, CA"	"06059"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	22	85115	25.8
	"Orange County, CA"	"06059"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	18	87684	Unreliable
	"Orange County, CA"	"06059"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	20	86528	23.1
	"Orange County, CA"	"06059"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	25	79026	31.6
	"Orange County, CA"	"06059"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	75707	Unreliable
	"Orange County, CA"	"06059"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	15	85392	Unreliable
	"Orange County, CA"	"06059"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	15	89628	Unreliable
	"Orange County, CA"	"06059"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	27	86503	31.2
	"Orange County, CA"	"06059"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	16	80469	Unreliable
	"Orange County, CA"	"06059"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	18	74273	Unreliable
	"Orange County, CA"	"06059"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	84460	Unreliable
	"Orange County, CA"	"06059"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	13	81726	Unreliable
	"Orange County, CA"	"06059"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	26	90361	28.8
	"Orange County, CA"	"06059"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	14	87167	Unreliable
	"Orange County, CA"	"06059"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	19	81773	Unreliable
	"Orange County, CA"	"06059"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	22	74338	29.6
	"Orange County, CA"	"06059"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	21	82137	25.6
	"Riverside County, CA"	"06065"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	11	58359	Unreliable
	"Riverside County, CA"	"06065"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	11	61336	Unreliable
	"Riverside County, CA"	"06065"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	12	68309	Unreliable
	"Riverside County, CA"	"06065"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	59472	Unreliable
	"Riverside County, CA"	"06065"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	17	63134	Unreliable
	"Riverside County, CA"	"06065"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	14	61619	Unreliable
	"Riverside County, CA"	"06065"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	12	62997	Unreliable
	"Riverside County, CA"	"06065"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	16	61270	Unreliable
	"Riverside County, CA"	"06065"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	57569	Unreliable
	"Riverside County, CA"	"06065"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	62736	Unreliable
	"Riverside County, CA"	"06065"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	16	71250	Unreliable
	"Riverside County, CA"	"06065"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	17	64616	Unreliable
	"Riverside County, CA"	"06065"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	15	63216	Unreliable
	"Riverside County, CA"	"06065"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	15	61535	Unreliable
	"Sacramento County, CA"	"06067"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	10	30652	Unreliable
	"Sacramento County, CA"	"06067"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	11	32742	Unreliable
	"Sacramento County, CA"	"06067"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	11	37085	Unreliable
	"Sacramento County, CA"	"06067"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	14	33649	Unreliable
	"Sacramento County, CA"	"06067"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	36735	Unreliable
	"Sacramento County, CA"	"06067"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	13	35511	Unreliable
	"Sacramento County, CA"	"06067"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	36114	Unreliable
	"Sacramento County, CA"	"06067"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	14	32701	Unreliable
	"San Bernardino County, CA"	"06071"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	10	54487	Unreliable
	"San Bernardino County, CA"	"06071"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	10	68645	Unreliable
	"San Bernardino County, CA"	"06071"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	11	60304	Unreliable
	"San Bernardino County, CA"	"06071"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	54765	Unreliable
	"San Bernardino County, CA"	"06071"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	12	71210	Unreliable
	"San Bernardino County, CA"	"06071"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	12	56910	Unreliable
	"San Bernardino County, CA"	"06071"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	54333	Unreliable
	"San Bernardino County, CA"	"06071"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	57694	Unreliable
	"San Bernardino County, CA"	"06071"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	52592	Unreliable
	"San Diego County, CA"	"06073"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	16	82020	Unreliable
	"San Diego County, CA"	"06073"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	21	117407	17.9
	"San Diego County, CA"	"06073"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	17	104709	Unreliable
	"San Diego County, CA"	"06073"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	27	91267	29.6
	"San Diego County, CA"	"06073"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	19	81315	Unreliable
	"San Diego County, CA"	"06073"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	23	84374	27.3
	"San Diego County, CA"	"06073"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	17	81375	Unreliable
	"San Diego County, CA"	"06073"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	20	117945	17.0
	"San Diego County, CA"	"06073"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	19	106046	Unreliable
	"San Diego County, CA"	"06073"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	24	93914	25.6
	"San Diego County, CA"	"06073"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	14	81691	Unreliable
	"San Diego County, CA"	"06073"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	21	84540	24.8
	"San Diego County, CA"	"06073"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	10	89514	Unreliable
	"San Diego County, CA"	"06073"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	21	117316	17.9
	"San Diego County, CA"	"06073"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	24	108344	22.2
	"San Diego County, CA"	"06073"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	25	97161	25.7
	"San Diego County, CA"	"06073"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	20	83051	24.1
	"San Diego County, CA"	"06073"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	24	83422	28.8
	"San Francisco County, CA"	"06075"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	18	23552	Unreliable
	"San Francisco County, CA"	"06075"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	13	23599	Unreliable
	"Santa Clara County, CA"	"06085"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	40941	Unreliable
	"Santa Clara County, CA"	"06085"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	40199	Unreliable
	"Ventura County, CA"	"06111"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	10	25163	Unreliable
	"Ventura County, CA"	"06111"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	14	23317	Unreliable
	"Ventura County, CA"	"06111"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	11	24913	Unreliable
	"Ventura County, CA"	"06111"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	12	23860	Unreliable
	"Adams County, CO"	"08001"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	16858	Unreliable
	"Boulder County, CO"	"08013"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	12	16431	Unreliable
	"Denver County, CO"	"08031"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	29803	Unreliable
	"Denver County, CO"	"08031"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	17	19418	Unreliable
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	13	15848	Unreliable
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	13	21357	Unreliable
	"Hartford County, CT"	"09003"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	11	21387	Unreliable
	"Hartford County, CT"	"09003"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	19124	Unreliable
	"Hartford County, CT"	"09003"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	10	23061	Unreliable
	"Hartford County, CT"	"09003"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	16	22206	Unreliable
	"New Haven County, CT"	"09009"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	11	22541	Unreliable
	"New Haven County, CT"	"09009"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	17	22329	Unreliable
	"New Haven County, CT"	"09009"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	22576	Unreliable
	"New Haven County, CT"	"09009"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	12	22543	Unreliable
	"New Haven County, CT"	"09009"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	18	20861	Unreliable
	"New Haven County, CT"	"09009"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	18	21438	Unreliable
	"New Castle County, DE"	"10003"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	12750	Unreliable
	"Brevard County, FL"	"12009"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	11256	Unreliable
	"Brevard County, FL"	"12009"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	13	10800	Unreliable
	"Brevard County, FL"	"12009"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	10	12927	Unreliable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	10	44825	Unreliable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	13	36781	Unreliable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	14	36818	Unreliable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	16	38566	Unreliable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	22	44970	48.9
	"Broward County, FL"	"12011"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	37400	Unreliable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	37994	Unreliable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	38837	Unreliable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	17	44833	Unreliable
